lexeme,variants,msg,mpl,fsg,fpl
fleuri,fleuri,fleuri,fleuris,fleurie,fleuries
fleurissant,fleurissant,fleurissant,fleurissants,fleurissante,fleurissantes
fleuronné,fleuronné,fleuronné,fleuronnés,fleuronnée,fleuronnées
flexible,flexible,flexible,flexibles,flexible,flexibles
flicard,flicard,flicard,flicard,flicard,flicard
flippé,flippé,flippé,flippé,flippé,flippé
fliqué,fliqué,fliqué,fliqué,fliqué,fliqué
flirteur,flirteur,flirteur,flirteurs,flirteuse,flirteuses
floche,floche,floche,floches,floche,floches
floconneux,floconneux,floconneux,floconneux,floconneuse,floconneuses
flood,flood,flood,flood,flood,flood
floral,floral,floral,floraux,florale,florales
florentin,florentin,florentin,florentins,florentine,florentines
florissant,florissant,florissant,florissants,florissante,florissantes
flottant,flottant,flottant,flottants,flottante,flottantes
flou,flou,flou,flous,floue,floues
fluctuant,fluctuant,fluctuant,fluctuants,fluctuante,fluctuantes
fluet,fluet,fluet,fluets,fluette,fluettes
fluide,fluide,fluide,fluides,fluide,fluides
fluidique,fluidique,fluidique,fluidiques,fluidique,fluidiques
fluo,fluo,fluo,fluo,fluo,fluo
fluoré,fluoré,fluoré,fluorés,fluorée,fluorées
fluorescent,fluorescent,fluorescent,fluorescents,fluorescente,fluorescentes
fluorhydrique,fluorhydrique,fluorhydrique,fluorhydriques,fluorhydrique,fluorhydriques
flûté,flûté,flûté,flûtés,flûtée,flûtées
fluvial,fluvial,fluvial,fluviaux,fluviale,fluviales
fluviatile,fluviatile,fluviatile,fluviatiles,fluviatile,fluviatiles
focal,focal,focal,focaux,focale,focales
foetal,foetal,foetal,foetaux,foetale,foetales
foireux,foireux,foireux,foireux,foireuse,foireuses
foisonnant,foisonnant,foisonnant,foisonnants,foisonnante,foisonnantes
fol,fol,fol,unk,unk,unk
folâtre,folâtre,folâtre,folâtres,folâtre,folâtres
foldingue,foldingue,foldingue,foldingues,foldingue,foldingues
foliacé,foliacé,foliacé,foliacés,foliacée,foliacées
folichon,folichon,folichon,folichons,folichonne,folichonnes
folingue,folingue:follingue,folingue,folingue,folingue,folingue
folique,folique,folique,foliques,folique,foliques
folklo,folklo,folklo,folklo,folklo,folklo
folklorique,folklorique,folklorique,folkloriques,folklorique,folkloriques
follet,follet,follet,follets,follette,follettes
folliculaire,folliculaire,folliculaire,folliculaires,folliculaire,folliculaires
foncé,foncé,foncé,foncés,foncée,foncées
fonceur,fonceur,fonceur,fonceurs,fonceuse,fonceuses
foncier,foncier,foncier,fonciers,foncière,foncières
fonctionnaliste,fonctionnaliste,fonctionnaliste,fonctionnalistes,fonctionnaliste,fonctionnalistes
fonctionnel,fonctionnel,fonctionnel,fonctionnels,fonctionnelle,fonctionnelles
fondamental,fondamental,fondamental,fondamentaux,fondamentale,fondamentales
fondamentaliste,fondamentaliste,fondamentaliste,fondamentalistes,fondamentaliste,fondamentalistes
fondant,fondant,fondant,fondants,fondante,fondantes
fondateur,fondateur,fondateur,fondateurs,fondatrice,fondatrices
fondé,fondé,fondé,fondés,fondée,fondées
fondu,fondu,fondu,fondus,fondue,fondues
fongible,fongible,fongible,fongibles,fongible,fongibles
fongicide,fongicide,fongicide,fongicides,fongicide,fongicides
fongique,fongique,fongique,fongiques,fongique,fongiques
fongueux,fongueux,fongueux,fongueux,fongueuse,fongueuses
footballistique,footballistique,footballistique,footballistiques,footballistique,footballistiques
footeux,footeux,footeux,footeux,footeux,footeux
forain,forain,forain,forains,foraine,foraines
forcé,forcé,forcé,forcés,forcée,forcées
forcené,forcené,forcené,forcenés,forcenée,forcenées
forestier,forestier,forestier,forestiers,forestière,forestières
foreur,foreur,foreur,foreur,foreur,foreur
forfaitaire,forfaitaire,forfaitaire,forfaitaires,forfaitaire,forfaitaires
formalisé,formalisé,formalisé,formalisés,formalisée,formalisées
formaliste,formaliste,formaliste,formalistes,formaliste,formalistes
formateur,formateur,formateur,formateurs,formatrice,formatrices
formé,formé,formé,formés,formée,formées
formel,formel,formel,formels,formelle,formelles
formid,formid:formide,formid,formid,formid,formid
formidable,formidable,formidable,formidables,formidable,formidables
formique,formique,formique,formiques,formique,formiques
formulé,formulé,formulé,formulé,formulé,formulé
fort,fort,fort,forts,forte,fortes
fortiche,fortiche,fortiche,fortiches,fortiche,fortiches
fortifiant,fortifiant,fortifiant,fortifiants,fortifiante,fortifiantes
fortifié,fortifié,fortifié,fortifié,fortifié,fortifié
fortuit,fortuit,fortuit,fortuits,fortuite,fortuites
fortuné,fortuné,fortuné,fortunés,fortunée,fortunées
fossile,fossile,fossile,fossiles,fossile,fossiles
fou,fou,fou,fous,folle,folles
foudroyant,foudroyant,foudroyant,foudroyants,foudroyante,foudroyantes
fouettard,fouettard,fouettard,fouettards,fouettarde,fouettardes
fouetteur,fouetteur,fouetteur,fouetteur,fouetteur,fouetteur
foufou,foufou,foufou,foufous,fofolle,fofolles
fougueux,fougueux,fougueux,fougueux,fougueuse,fougueuses
fouilleur,fouilleur,fouilleur,fouilleur,fouilleur,fouilleur
fouinard,fouinard,fouinard,fouinards,fouinarde,fouinardes
fouineur,fouineur,fouineur,fouineurs,fouineuse,fouineuses
fouisseur,fouisseur,fouisseur,fouisseurs,fouisseuse,fouisseuses
foulant,foulant,foulant,foulants,foulante,foulantes
foulbé,foulbé,foulbé,foulbé,foulbé,foulbé
fourbe,fourbe,fourbe,fourbes,fourbe,fourbes
fourbi,fourbi,fourbi,fourbi,fourbi,fourbi
fourbu,fourbu,fourbu,fourbus,fourbue,fourbues
fourchu,fourchu,fourchu,fourchus,fourchue,fourchues
fourmillant,fourmillant,fourmillant,fourmillants,fourmillante,fourmillantes
fourni,fourni,fourni,fournis,fournie,fournies
fourrager,fourrager,fourrager,fourragers,fourragère,fourragères
fourre-tout,fourre-tout,fourre-tout,fourre-tout,fourre-tout,fourre-tout
fourré,fourré,fourré,fourrés,fourrée,fourrées
fourvoyé,fourvoyé,fourvoyé,fourvoyé,fourvoyé,fourvoyé
foutral,foutral,foutral,foutrals,foutrale,foutrales
foutraque,foutraque,foutraque,foutraques,foutraque,foutraques
foutu,foutu,foutu,foutus,foutue,foutues
foyer,foyer,foyer,foyers,foyère,foyères
fracassant,fracassant,fracassant,fracassants,fracassante,fracassantes
fracassé,fracassé,fracassé,fracassé,fracassé,fracassé
fractal,fractal,fractal,fractals,fractale,fractales
fractionné,fractionné,fractionné,fractionnés,fractionnée,fractionnées
fractionnel,fractionnel,fractionnel,fractionnels,fractionnelle,fractionnelles
fracturé,fracturé,fracturé,fracturé,fracturé,fracturé
fragile,fragile,fragile,fragiles,fragile,fragiles
fragilisé,fragilisé,fragilisé,fragilisé,fragilisé,fragilisé
fragmentaire,fragmentaire,fragmentaire,fragmentaires,fragmentaire,fragmentaires
fragmenté,fragmenté,fragmenté,fragmenté,fragmenté,fragmenté
fragrant,fragrant,fragrant,fragrants,fragrante,fragrantes
frais,frais,frais,frais,fraîche,fraîches
franc-comtois,franc-comtois,franc-comtois,franc-comtois,franc-comtois,franc-comtois
franc,franc,franc,francs,franche,franches
français,français,français,français,française,françaises
franchissable,franchissable,franchissable,franchissables,franchissable,franchissables
franchouillard,franchouillard,franchouillard,franchouillards,franchouillarde,franchouillardes
franciscain,franciscain,franciscain,franciscains,franciscaine,franciscaines
franco-africain,franco-africain,franco-africain,franco-africain,franco-africain,franco-africain
franco-algérien,franco-algérien,franco-algérien,franco-algérien,franco-algérien,franco-algérien
franco-allemand,franco-allemand,franco-allemand,franco-allemands,franco-allemande,unk
franco-américain,franco-américain,franco-américain,franco-américains,franco-américaine,franco-américaines
franco-anglais,franco-anglais,franco-anglais,franco-anglais,franco-anglais,franco-anglais
franco-belge,franco-belge,franco-belge,franco-belge,franco-belge,franco-belge
franco-britannique,franco-britannique,franco-britannique,franco-britanniques,franco-britannique,franco-britanniques
franco-chinois,franco-chinois,franco-chinois,franco-chinois,franco-chinois,franco-chinois
franco-italien,franco-italien,franco-italien,franco-italiens,franco-italienne,franco-italiennes
franco-japonais,franco-japonais,franco-japonais,franco-japonais,franco-japonais,franco-japonais
franco-libanais,franco-libanais,franco-libanais,franco-libanais,franco-libanais,franco-libanais
franco-mongol,franco-mongol,franco-mongol,franco-mongol,franco-mongol,franco-mongol
franco-polonais,franco-polonais,franco-polonais,franco-polonais,franco-polonais,franco-polonais
franco-russe,franco-russe,franco-russe,unk,franco-russe,unk
franco-soviétique,franco-soviétique,franco-soviétique,franco-soviétique,franco-soviétique,franco-soviétique
franco-syrien,franco-syrien,franco-syrien,franco-syrien,franco-syrien,franco-syrien
franco-turque,franco-turque,franco-turque,franco-turque,franco-turque,franco-turque
franco-vietnamien,franco-vietnamien,franco-vietnamien,franco-vietnamien,franco-vietnamien,franco-vietnamien
francophile,francophile,francophile,francophiles,francophile,francophiles
francophone,francophone,francophone,francophones,francophone,francophones
franque,franque,franque,franque,franque,franque
franquiste,franquiste,franquiste,franquistes,franquiste,franquistes
frapadingue,frapadingue:frappadingue,frapadingue,frapadingue,frapadingue,frapadingue
frappant,frappant,frappant,frappants,frappante,frappantes
frappé,frappé,frappé,frappés,frappée,frappées
fraternel,fraternel,fraternel,fraternels,fraternelle,fraternelles
fratricide,fratricide,fratricide,fratricides,fratricide,fratricides
fraudeur,fraudeur,fraudeur,fraudeurs,fraudeuse,fraudeuses
frauduleux,frauduleux,frauduleux,frauduleux,frauduleuse,frauduleuses
free-lance,free-lance,free-lance,free-lance,free-lance,free-lance
frelaté,frelaté,frelaté,frelatés,frelatée,frelatées
frêle,frêle,frêle,frêles,frêle,frêles
frémissant,frémissant,frémissant,frémissants,frémissante,frémissantes
frénétique,frénétique,frénétique,frénétiques,frénétique,frénétiques
fréquent,fréquent,fréquent,fréquents,fréquente,fréquentes
fréquentable,fréquentable,fréquentable,fréquentables,fréquentable,fréquentables
fréquenté,fréquenté,fréquenté,fréquentés,fréquentée,fréquentées
frétillant,frétillant,frétillant,frétillants,frétillante,frétillantes
frétillard,frétillard,frétillard,frétillard,frétillard,frétillard
frétillon,frétillon,frétillon,frétillon,frétillon,frétillon
freudien,freudien,freudien,freudiens,freudienne,freudiennes
friable,friable,friable,friables,friable,friables
friand,friand,friand,friands,friande,friandes
fricatif,fricatif,fricatif,fricatifs,fricative,fricatives
frigide,frigide,frigide,frigides,frigide,frigides
frigorifié,frigorifié,frigorifié,frigorifiés,frigorifiée,frigorifiées
frigorifique,frigorifique,frigorifique,frigorifiques,frigorifique,frigorifiques
frigorigène,frigorigène,frigorigène,frigorigènes,frigorigène,frigorigènes
frileux,frileux,frileux,frileux,frileuse,frileuses
frimeur,frimeur,frimeur,frimeurs,frimeuse,frimeuses
fringant,fringant,fringant,fringants,fringante,fringantes
fripé,fripé,fripé,fripé,fripé,fripé
fripon,fripon,fripon,fripons,friponne,friponnes
friqué,friqué,friqué,friqués,friquée,friquées
frisant,frisant,frisant,frisants,frisante,frisantes
frisé,frisé,frisé,frisés,frisée,frisées
frison,frison,frison,frisons,frisonne,frisonnes
frisottant,frisottant,frisottant,frisottants,frisottante,frisottantes
frisotté,frisotté,frisotté,frisottés,frisottée,frisottées
frisquet,frisquet,frisquet,frisquets,frisquette,frisquettes
frissonnant,frissonnant,frissonnant,frissonnants,frissonnante,frissonnantes
frit,frit,frit,frits,frite,frites
frivole,frivole,frivole,frivoles,frivole,frivoles
froid,froid,froid,froids,froide,froides
froidasse,froidasse,froidasse,froidasse,froidasse,froidasse
froissé,froissé,froissé,froissé,froissé,froissé
frôleur,frôleur,frôleur,frôleurs,frôleuse,frôleuses
fromager,fromager,fromager,fromagers,fromagère,fromagères
froncé,froncé,froncé,froncés,froncée,froncées
frondeur,frondeur,frondeur,frondeurs,frondeuse,frondeuses
frontal,frontal,frontal,frontaux,frontale,frontales
frontalier,frontalier,frontalier,frontaliers,frontalière,frontalières
frottant,frottant,frottant,frottants,frottante,frottantes
frotté,frotté,frotté,frotté,frotté,frotté
frotteur,frotteur,frotteur,frotteur,frotteur,frotteur
froufroutant,froufroutant,froufroutant,froufroutants,froufroutante,froufroutantes
froussard,froussard,froussard,froussards,froussarde,froussardes
fructueux,fructueux,fructueux,fructueux,fructueuse,fructueuses
frugal,frugal,frugal,frugaux,frugale,frugales
frugivore,frugivore,frugivore,frugivores,frugivore,frugivores
fruité,fruité,fruité,fruités,fruitée,fruitées
fruiteux,fruiteux,fruiteux,fruiteux,fruiteux,fruiteux
fruitier,fruitier,fruitier,fruitiers,fruitière,fruitières
fruste,fruste,fruste,frustes,fruste,frustes
frustrant,frustrant,frustrant,frustrants,frustrante,frustrantes
frustré,frustré,frustré,frustrés,frustrée,frustrées
fuchsia,fuchsia,fuchsia,fuchsia,fuchsia,fuchsia
fugace,fugace,fugace,fugaces,fugace,fugaces
fugitif,fugitif,fugitif,fugitifs,fugitive,fugitives
fugué,fugué,fugué,fugués,fuguée,fuguées
fugueur,fugueur,fugueur,fugueurs,fugueuse,fugueuses
fulgurant,fulgurant,fulgurant,fulgurants,fulgurante,fulgurantes
fuligineux,fuligineux,fuligineux,fuligineux,fuligineuse,fuligineuses
fulminant,fulminant,fulminant,fulminants,fulminante,fulminantes
fumant,fumant,fumant,fumants,fumante,fumantes
fumasse,fumasse,fumasse,fumasses,fumasse,fumasses
fumé,fumé,fumé,fumés,fumée,fumées
fumeur,fumeur,fumeur,fumeurs,fumeuse,fumeuses
fumeux,fumeux,fumeux,fumeux,fumeuse,fumeuses
fumigène,fumigène,fumigène,fumigènes,fumigène,fumigènes
fumiste,fumiste,fumiste,fumistes,fumiste,fumistes
funambulesque,funambulesque,funambulesque,funambulesques,funambulesque,funambulesques
funèbre,funèbre,funèbre,funèbres,funèbre,funèbres
funéraire,funéraire,funéraire,funéraires,funéraire,funéraires
funeste,funeste,funeste,funestes,funeste,funestes
fung,fung,fung,fung,fung,fung
funk,funk,funk,funks,funk,funks
funky,funky,funky,funky,funky,funky
furax,furax,furax,furax,furax,furax
fureteur,fureteur,fureteur,fureteurs,fureteuse,fureteuses
furibard,furibard,furibard,furibards,furibarde,furibardes
furibond,furibond,furibond,furibonds,furibonde,furibondes
furieux,furieux,furieux,furieux,furieuse,furieuses
furioso,furioso,furioso,furioso,furioso,furioso
furonculeux,furonculeux,furonculeux,furonculeux,furonculeuse,furonculeuses
furtif,furtif,furtif,furtifs,furtive,furtives
fusant,fusant,fusant,fusants,fusante,fusantes
fuselé,fuselé,fuselé,fuselés,fuselée,fuselées
fusiforme,fusiforme,fusiforme,fusiformes,fusiforme,fusiformes
fusillé,fusillé,fusillé,fusillé,fusillé,fusillé
fusionnel,fusionnel,fusionnel,fusionnels,fusionnelle,fusionnelles
futé,futé,futé,futés,futée,futées
futile,futile,futile,futiles,futile,futiles
futur,futur,futur,futurs,future,futures
futuriste,futuriste,futuriste,futuristes,futuriste,futuristes
fuyant,fuyant,fuyant,fuyants,fuyante,fuyantes
fuyard,fuyard,fuyard,fuyards,fuyarde,fuyardes
gabonais,gabonais,gabonais,gabonais,gabonaise,gabonaises
gâcheur,gâcheur,gâcheur,gâcheurs,gâcheuse,gâcheuses
gaélique,gaélique,gaélique,gaéliques,gaélique,gaéliques
gaffeur,gaffeur,gaffeur,gaffeurs,gaffeuse,gaffeuses
gaga,gaga,gaga,gaga,gaga,gaga
gagé,gagé,gagé,gagés,gagée,gagées
gagnant,gagnant,gagnant,gagnants,gagnante,gagnantes
gagné,gagné,gagné,gagné,gagné,gagné
gagneur,gagneur,gagneur,gagneurs,gagneuse,gagneuses
gai,gai:gay,gai,gais,gaie,gaies
gaillard,gaillard,gaillard,gaillards,gaillarde,gaillardes
gainé,gainé,gainé,gainé,gainé,gainé
galactique,galactique,galactique,galactiques,galactique,galactiques
galactophore,galactophore,galactophore,galactophores,galactophore,galactophores
galant,galant,galant,galants,galante,galantes
galate,galate,galate,galates,galate,galates
galbé,galbé,galbé,galbés,galbée,galbées
galéjeur,galéjeur,galéjeur,galéjeur,galéjeur,galéjeur
galetteux,galetteux,galetteux,galetteux,galetteuse,galetteuses
galeux,galeux,galeux,galeux,galeuse,galeuses
galicien,galicien,galicien,galiciens,galicienne,galiciennes
galiléen,galiléen,galiléen,galiléens,galiléenne,galiléennes
gallican,gallican,gallican,gallicans,gallicane,gallicanes
galline,galline,galline,galline,galline,galline
gallique,gallique,gallique,galliques,gallique,galliques
gallo-romain,gallo-romain,gallo-romain,gallo-romains,gallo-romaine,gallo-romaines
gallo,gallo,gallo,gallos,gallo,gallos
gallois,gallois,gallois,gallois,galloise,galloises
galonné,galonné,galonné,galonnés,galonnée,galonnées
galopant,galopant,galopant,galopants,galopante,galopantes
galvanique,galvanique,galvanique,galvaniques,galvanique,galvaniques
gambadant,gambadant,gambadant,gambadant,gambadant,gambadant
gamin,gamin,gamin,gamins,gamine,gamines
gammée,gammée,unk,unk,gammée,gammées
ganglionnaire,ganglionnaire,ganglionnaire,ganglionnaires,ganglionnaire,ganglionnaires
gangrené,gangrené,gangrené,gangrenés,gangrenée,gangrenées
gangreneux,gangreneux,gangreneux,gangreneux,gangreneuse,gangreneuses
ganté,ganté,ganté,ganté,ganté,ganté
garance,garance,garance,garance,garance,garance
garant,garant,garant,garants,garante,garantes
garanti,garanti,garanti,garantis,garantie,garanties
garçonnier,garçonnier,garçonnier,garçonniers,garçonnière,garçonnières
gardé,gardé,gardé,gardés,gardée,gardées
gardien,gardien,gardien,gardiens,gardienne,gardiennes
gardois,gardois,gardois,gardois,gardoise,gardoises
gargantuesque,gargantuesque,gargantuesque,gargantuesques,gargantuesque,gargantuesques
gargouillant,gargouillant,gargouillant,gargouillant,gargouillant,gargouillant
garibaldien,garibaldien,garibaldien,garibaldiens,garibaldienne,garibaldiennes
garni,garni,garni,garnis,garnie,garnies
gascon,gascon,gascon,gascons,gasconne,gasconnes
gaspilleur,gaspilleur,gaspilleur,gaspilleurs,gaspilleuse,gaspilleuses
gastrique,gastrique,gastrique,gastriques,gastrique,gastriques
gastro-intestinal,gastro-intestinal,gastro-intestinal,gastro-intestinaux,gastro-intestinale,gastro-intestinales
gastrolâtre,gastrolâtre,gastrolâtre,gastrolâtre,gastrolâtre,gastrolâtre
gastronomique,gastronomique,gastronomique,gastronomiques,gastronomique,gastronomiques
gâté,gâté,gâté,gâtés,gâtée,gâtées
gâteux,gâteux,gâteux,gâteux,gâteuse,gâteuses
gauche,gauche,gauche,gauches,gauche,gauches
gaucher,gaucher,gaucher,gauchers,gauchère,gauchères
gauchisant,gauchisant,gauchisant,gauchisants,gauchisante,gauchisantes
gauchiste,gauchiste,gauchiste,gauchistes,gauchiste,gauchistes
gaufré,gaufré,gaufré,gaufré,gaufré,gaufré
gaulliste,gaulliste,gaulliste,gaullistes,gaulliste,gaullistes
gaulois,gaulois,gaulois,gaulois,gauloise,gauloises
gavroche,gavroche,gavroche,gavroches,gavroche,gavroches
gazé,gazé,gazé,gazés,gazée,gazées
gazeux,gazeux,gazeux,gazeux,gazeuse,gazeuses
gazier,gazier,gazier,gaziers,gazière,gazières
gazonné,gazonné,gazonné,gazonnés,gazonnée,gazonnées
gazouillant,gazouillant,gazouillant,gazouillants,gazouillante,gazouillantes
gazouilleur,gazouilleur,gazouilleur,gazouilleurs,gazouilleuse,gazouilleuses
géant,géant,géant,géants,géante,géantes
geignant,geignant,geignant,geignant,geignant,geignant
geignard,geignard,geignard,geignards,geignarde,geignardes
gélatineux,gélatineux,gélatineux,gélatineux,gélatineuse,gélatineuses
gelé,gelé,gelé,gelés,gelée,gelées
gémeau,gémeau,gémeau,gémeaux,gémelle,gémelles
gémellaire,gémellaire,gémellaire,gémellaires,gémellaire,gémellaires
gémissant,gémissant,gémissant,gémissants,gémissante,gémissantes
gémisseur,gémisseur,gémisseur,gémisseur,gémisseur,gémisseur
gênant,gênant,gênant,gênants,gênante,gênantes
gêné,gêné,gêné,gênés,gênée,gênées
généalogique,généalogique,généalogique,généalogiques,généalogique,généalogiques
général,général,général,généraux,générale,générales
généralisable,généralisable,généralisable,généralisables,généralisable,généralisables
généralisé,généralisé,généralisé,généralisés,généralisée,généralisées
généraliste,généraliste,généraliste,généralistes,généraliste,généralistes
générateur,générateur,générateur,générateurs,génératrice,génératrices
génératif,génératif,génératif,génératifs,générative,génératives
générationnel,générationnel,générationnel,générationnels,générationnelle,générationnelles
généré,généré,généré,généré,généré,généré
généreux,généreux,généreux,généreux,généreuse,généreuses
générique,générique,générique,génériques,générique,génériques
génésique,génésique,génésique,génésiques,génésique,génésiques
génétique,génétique,génétique,génétiques,génétique,génétiques
genevois,genevois,genevois,genevois,genevoise,genevoises
gengiskhanide,gengiskhanide,gengiskhanide,gengiskhanide,gengiskhanide,gengiskhanide
génial,génial,génial,géniaux,géniale,géniales
génique,génique,génique,géniques,génique,géniques
génital,génital,génital,génitaux,génitale,génitales
génocidaire,génocidaire,génocidaire,génocidaire,génocidaire,génocidaire
génois,génois,génois,génois,génoise,génoises
génomique,génomique,génomique,génomiques,génomique,génomiques
genreux,genreux,genreux,genreux,genreux,genreux
gent,gent,gent,gent,gent,gent
gente,gente,gente,gente,gente,gente
gentil,gentil,gentil,gentils,gentille,gentilles
gentilice,gentilice,gentilice,gentilices,gentilice,gentilices
gentillet,gentillet,gentillet,gentillets,gentillette,gentillettes
génuine,génuine,génuine,génuine,génuine,génuine
géodésien,géodésien,géodésien,géodésien,géodésien,géodésien
géodésique,géodésique,géodésique,géodésiques,géodésique,géodésiques
géographique,géographique,géographique,géographiques,géographique,géographiques
géologique,géologique,géologique,géologiques,géologique,géologiques
géomagnétique,géomagnétique,géomagnétique,géomagnétiques,géomagnétique,géomagnétiques
géométrique,géométrique,géométrique,géométriques,géométrique,géométriques
géophysique,géophysique,géophysique,géophysiques,géophysique,géophysiques
géopolitique,géopolitique,géopolitique,géopolitiques,géopolitique,géopolitiques
géorgien,géorgien,géorgien,géorgiens,géorgienne,géorgiennes
géostationnaire,géostationnaire,géostationnaire,géostationnaires,géostationnaire,géostationnaires
géosynchrone,géosynchrone,géosynchrone,géosynchrones,géosynchrone,géosynchrones
géothermal,géothermal,géothermal,géothermaux,géothermale,géothermales
géothermique,géothermique,géothermique,géothermiques,géothermique,géothermiques
géotropique,géotropique,géotropique,géotropiques,géotropique,géotropiques
gérable,gérable,gérable,gérables,gérable,gérables
gériatrique,gériatrique,gériatrique,gériatriques,gériatrique,gériatriques
germain,germain,germain,germains,germaine,germaines
germanique,germanique,germanique,germaniques,germanique,germaniques
germano-anglais,germano-anglais,germano-anglais,germano-anglais,germano-anglais,germano-anglais
germano-belge,germano-belge,germano-belge,germano-belge,germano-belge,germano-belge
germano-irlandais,germano-irlandais,germano-irlandais,germano-irlandais,germano-irlandais,germano-irlandais
germano-russe,germano-russe,germano-russe,germano-russe,germano-russe,germano-russe
germano-soviétique,germano-soviétique,germano-soviétique,unk,germano-soviétique,unk
germanophone,germanophone,germanophone,germanophones,germanophone,germanophones
germant,germant,germant,germant,germant,germant
germé,germé,germé,germés,germée,germées
germinal,germinal,germinal,germinaux,germinale,germinales
gesticulant,gesticulant,gesticulant,gesticulants,gesticulante,gesticulantes
gesticulatoire,gesticulatoire,gesticulatoire,gesticulatoire,gesticulatoire,gesticulatoire
gestionnaire,gestionnaire,gestionnaire,gestionnaires,gestionnaire,gestionnaires
gestuel,gestuel,gestuel,gestuels,gestuelle,gestuelles
ghanéen,ghanéen,ghanéen,ghanéens,ghanéenne,ghanéennes
gibbeux,gibbeux,gibbeux,gibbeux,gibbeuse,gibbeuses
gibelin,gibelin,gibelin,gibelins,gibeline,gibelines
giboyeux,giboyeux,giboyeux,giboyeux,giboyeuse,giboyeuses
gidien,gidien,gidien,gidien,gidien,gidien
giga,giga,giga,giga,giga,giga
gigantesque,gigantesque,gigantesque,gigantesques,gigantesque,gigantesques
gigogne,gigogne,gigogne,gigognes,gigogne,gigognes
gigoté,gigoté,gigoté,gigotés,gigotée,gigotées
giocoso,giocoso,giocoso,giocoso,giocoso,giocoso
giratoire,giratoire,giratoire,giratoires,giratoire,giratoires
girond,girond,girond,gironds,gironde,girondes
girondin,girondin,girondin,girondins,girondine,girondines
gisant,gisant,gisant,gisants,gisante,gisantes
gitan,gitan,gitan,gitans,gitane,gitanes
givrant,givrant,givrant,givrants,givrante,givrantes
givré,givré,givré,givrés,givrée,givrées
glabre,glabre,glabre,glabres,glabre,glabres
glaçant,glaçant,glaçant,glaçants,glaçante,glaçantes
glacé,glacé,glacé,glacés,glacée,glacées
glaciaire,glaciaire,glaciaire,glaciaires,glaciaire,glaciaires
glacial,glacial,glacial,glacials,glaciale,glaciales
glaireux,glaireux,glaireux,glaireux,glaireuse,glaireuses
glaiseux,glaiseux,glaiseux,glaiseux,glaiseuse,glaiseuses
glandilleux,glandilleux,glandilleux,glandilleux,glandilleux,glandilleux
glandulaire,glandulaire,glandulaire,glandulaires,glandulaire,glandulaires
glanduleux,glanduleux,glanduleux,glanduleux,glanduleuse,glanduleuses
glapissant,glapissant,glapissant,glapissants,glapissante,glapissantes
glapisseur,glapisseur,glapisseur,glapisseur,glapisseur,glapisseur
glauque,glauque,glauque,glauques,glauque,glauques
glénoïde,glénoïde,glénoïde,glénoïdes,glénoïde,glénoïdes
glissant,glissant,glissant,glissants,glissante,glissantes
global,global,global,globaux,globale,globales
globulaire,globulaire,globulaire,globulaires,globulaire,globulaires
globuleux,globuleux,globuleux,globuleux,globuleuse,globuleuses
glorieux,glorieux,glorieux,glorieux,glorieuse,glorieuses
glottique,glottique,glottique,glottiques,glottique,glottiques
gloussant,gloussant,gloussant,gloussants,gloussante,gloussantes
glouton,glouton,glouton,gloutons,gloutonne,gloutonnes
gluant,gluant,gluant,gluants,gluante,gluantes
gluconique,gluconique,gluconique,gluconiques,gluconique,gluconiques
gnangnan,gnangnan,gnangnan,gnangnans,gnangnan,gnangnans
gnostique,gnostique,gnostique,gnostiques,gnostique,gnostiques
godiche,godiche,godiche,godiches,godiche,godiches
gogol,gogol,gogol,gogol,gogol,gogol
goguenard,goguenard,goguenard,goguenards,goguenarde,goguenardes
goinfre,goinfre,goinfre,goinfres,goinfre,goinfres
goitreux,goitreux,goitreux,goitreux,goitreuse,goitreuses
gold,gold,gold,gold,gold,gold
goménolé,goménolé,goménolé,goménolés,goménolée,goménolées
gommé,gommé,gommé,gommés,gommée,gommées
gommeux,gommeux,gommeux,gommeux,gommeuse,gommeuses
gonadotrope,gonadotrope,gonadotrope,gonadotropes,gonadotrope,gonadotropes
gondolant,gondolant,gondolant,gondolants,gondolante,gondolantes
gondolé,gondolé,gondolé,gondolé,gondolé,gondolé
gonflable,gonflable,gonflable,gonflables,gonflable,gonflables
gonflant,gonflant,gonflant,gonflants,gonflante,gonflantes
gonflé,gonflé,gonflé,gonflés,gonflée,gonflées
gongoriste,gongoriste,gongoriste,gongoristes,gongoriste,gongoristes
gonococcique,gonococcique,gonococcique,gonococciques,gonococcique,gonococciques
gordien,gordien,gordien,gordiens,unk,unk
gore,gore,gore,gore,gore,gore
gorge-de-pigeon,gorge-de-pigeon,gorge-de-pigeon,gorge-de-pigeon,gorge-de-pigeon,gorge-de-pigeon
gorgé,gorgé,gorgé,gorgé,gorgé,gorgé
gothique,gothique,gothique,gothiques,gothique,gothiques
gouailleur,gouailleur,gouailleur,gouailleurs,gouailleuse,gouailleuses
goudronné,goudronné,goudronné,goudronné,goudronné,goudronné
goudronneux,goudronneux,goudronneux,goudronneux,goudronneuse,goudronneuses
gouleyant,gouleyant,gouleyant,gouleyants,gouleyante,gouleyantes
goulu,goulu,goulu,goulus,goulue,goulues
gourd,gourd,gourd,gourds,gourde,gourdes
gourde,gourde,gourd,gourds,gourde,gourdes
gourmand,gourmand,gourmand,gourmands,gourmande,gourmandes
gourmé,gourmé,gourmé,gourmés,gourmée,gourmées
